_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2271361,4154140,2017.0,2019.0,1971.0,PRIVATE,14,Toronto-Danforth,1010 BROADVIEW AVE,20,109,2019-12-04,83,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,S1421,43.683273425,-79.357525834,316271.068,4837935.107
2271362,4154132,2017.0,2019.0,1970.0,PRIVATE,14,Toronto-Danforth,1175 BROADVIEW AVE,12,134,2019-12-04,84,Evaluation needs to be conducted in 2 years,19,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,,S1421,43.689041600799996,-79.3545084305,316513.471,4838575.397
2271363,4153612,2017.0,2019.0,1950.0,PRIVATE,14,Toronto-Danforth,818 BROADVIEW AVE,3,31,2019-12-04,59,Evaluation needs to be conducted in 1 year,15,3.0,3.0,4.0,2.0,2.0,3.0,,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1424,43.678055685,-79.3589018471,316161.359,4837354.28
2271364,4153620,2017.0,2019.0,1989.0,SOCIAL HOUSING,14,Toronto-Danforth,970 EASTERN AVE,4,14,2019-12-04,73,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,,4.0,S1442,43.663675162,-79.321078637,319214.185,4835763.44
2271365,4153610,2017.0,2019.0,1965.0,PRIVATE,14,Toronto-Danforth,33 EASTMOUNT AVE,24,200,2019-12-04,83,Evaluation needs to be conducted in 2 years,20,4.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,S1424,43.67900365770001,-79.3612885228,315968.75800000003,4837459.273
2271366,4153632,2017.0,2019.0,1993.0,TCHC,14,Toronto-Danforth,29 LOUVAIN AVE,4,51,2019-12-04,66,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,,,S1435,43.662543937399995,-79.3369204531,317937.063,4835634.227
2271367,4154125,2017.0,2019.0,1958.0,PRIVATE,14,Toronto-Danforth,69 GAMBLE AVE,4,33,2019-12-04,92,Evaluation needs to be conducted in 3 years,17,5.0,4.0,5.0,4.0,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,,S1421,43.6897044101,-79.3512503162,316775.983,4838649.477
2271368,4154123,2017.0,2019.0,1960.0,PRIVATE,14,Toronto-Danforth,51 GAMBLE AVE,6,49,2019-12-04,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,3.0,3.0,2.0,,3.0,3.0,,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,,S1421,43.6895687051,-79.35205503590001,316711.144,4838634.294
2271369,4154124,2017.0,2019.0,1955.0,PRIVATE,14,Toronto-Danforth,65 GAMBLE AVE,6,48,2019-12-04,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,3.0,,5.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,,S1421,43.689657175,-79.3516154158,316746.563,4838644.181
2271370,4152605,2017.0,2019.0,1962.0,PRIVATE,20,Scarborough Southwest,1055 VICTORIA PARK AVE,6,52,2019-12-04,86,Evaluation needs to be conducted in 3 years,17,4.0,4.0,4.0,5.0,5.0,4.0,,4.0,4.0,,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,,E2028,43.706720954,-79.294444552,321350.405,4840550.624
2271371,4288800,2017.0,2019.0,1920.0,PRIVATE,19,Beaches-East York,82 WILLOW AVE,3,18,2019-12-04,51,Evaluation needs to be conducted in 1 year,14,3.0,2.0,3.0,3.0,3.0,2.0,,2.0,,,3.0,2.0,5.0,2.0,2.0,2.0,,2.0,,,S1942,43.672483295,-79.28654496829999,321997.02,4836747.592
2271372,4154081,2017.0,2019.0,1968.0,PRIVATE,19,Beaches-East York,1501 WOODBINE AVE,20,304,2019-12-04,78,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,S1926,43.6999168963,-79.3180366606,319450.968,4839789.37
2271373,4153640,2017.0,2019.0,1965.0,PRIVATE,14,Toronto-Danforth,1395 GERRARD ST E,3,12,2019-12-04,77,Evaluation needs to be conducted in 2 years,14,3.0,3.0,5.0,3.0,4.0,4.0,,4.0,,,3.0,5.0,5.0,3.0,3.0,4.0,,5.0,,,S1439,43.671588843,-79.32409414199999,318969.114,4836642.1219999995
2271374,4155881,2017.0,2019.0,1954.0,PRIVATE,14,Toronto-Danforth,65 A HILLSIDE DR,4,71,2019-12-04,88,Evaluation needs to be conducted in 3 years,16,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1421,43.6897018875,-79.3561857803,316378.13300000003,4838648.53
2271375,4154047,2017.0,2019.0,1962.0,PRIVATE,19,Beaches-East York,11 GLENBURN AVE,6,58,2019-12-04,81,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,,S1927,43.7071746852,-79.2972112317,321127.57399999996,4840599.535
2271376,4154138,2017.0,2019.0,1953.0,PRIVATE,14,Toronto-Danforth,68 HILLSIDE DR,4,44,2019-12-04,85,Evaluation needs to be conducted in 2 years,15,5.0,4.0,4.0,4.0,5.0,4.0,,5.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,S1421,43.689440320600006,-79.3567711725,316330.99600000004,4838619.393
2271377,4288768,2017.0,2019.0,1967.0,SOCIAL HOUSING,14,Toronto-Danforth,444 LOGAN AVE,22,159,2019-12-04,64,Evaluation needs to be conducted in 1 year,19,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,S1434,43.665362780500004,-79.3448533882,317296.687,4835946.155
2271378,4154085,2017.0,2019.0,2012.0,SOCIAL HOUSING,14,Toronto-Danforth,270 DONLANDS AVE,8,44,2019-12-04,94,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,,4.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,S1422,43.690105216400006,-79.3416209783,317552.137,4838695.398
2271379,4154077,2017.0,2019.0,1971.0,PRIVATE,19,Beaches-East York,2 SECORD AVE,22,303,2019-12-04,89,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,S1930,43.693121262,-79.301596009,320864.623,4839066.34
2271380,4153621,2017.0,2019.0,1995.0,SOCIAL HOUSING,14,Toronto-Danforth,137 SEARS ST,3,17,2019-12-04,79,Evaluation needs to be conducted in 2 years,17,3.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,,4.0,S1442,43.66303924899999,-79.32501186,318897.114,4835692.138
2271381,4153648,2017.0,2019.0,1989.0,TCHC,14,Toronto-Danforth,39 HARCOURT AVE,3,15,2019-12-04,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,,4.0,S1429,43.677145636800006,-79.34450560149999,317322.303,4837255.226
2271382,4154110,2018.0,2019.0,1927.0,PRIVATE,14,Toronto-Danforth,12 BATER AVE,4,50,2019-12-04,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,,,4.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,,S1421,43.6870714875,-79.3548247563,316488.358,4838356.478
2271383,4154108,2017.0,2019.0,1960.0,PRIVATE,14,Toronto-Danforth,15 BATER AVE,3,34,2019-12-04,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,2.0,4.0,4.0,4.0,,4.0,,,4.0,2.0,5.0,3.0,4.0,4.0,,4.0,4.0,,S1421,43.6867361824,-79.3548678509,316484.95,4838319.22
2271384,4154095,2017.0,2019.0,1959.0,PRIVATE,14,Toronto-Danforth,190 COSBURN AVE,6,47,2019-12-04,76,Evaluation needs to be conducted in 2 years,18,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,,S1422,43.6904180968,-79.3451955874,317263.914,4838729.63
2271385,4154097,2017.0,2019.0,1968.0,PRIVATE,14,Toronto-Danforth,210 COSBURN AVE,4,33,2019-12-04,62,Evaluation needs to be conducted in 1 year,17,2.0,3.0,4.0,2.0,3.0,3.0,,3.0,,2.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,S1422,43.690544653,-79.3443418655,317332.707,4838743.813999999
2271386,4156380,2017.0,2019.0,1965.0,PRIVATE,14,Toronto-Danforth,225 COSBURN AVE,8,95,2019-12-04,93,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,S1422,43.690315438999995,-79.343198376,317415.325,4838715.468
2271387,4154098,2017.0,2019.0,1959.0,PRIVATE,14,Toronto-Danforth,240 COSBURN AVE,6,38,2019-12-04,87,Evaluation needs to be conducted in 3 years,18,5.0,4.0,5.0,4.0,5.0,4.0,,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,5.0,,S1422,43.690777348999994,-79.34338942859999,317409.437,4838769.805
2271388,4155750,2017.0,2019.0,2004.0,SOCIAL HOUSING,14,Toronto-Danforth,243 COSBURN AVE,6,32,2019-12-04,91,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,,S1422,43.690484690699996,-79.3423832041,317490.61199999996,4838737.441000001
2271389,4153638,2017.0,2019.0,1989.0,SOCIAL HOUSING,14,Toronto-Danforth,126 COXWELL AVE,4,14,2019-12-04,85,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,,,S1439,43.6697394508,-79.318269183,319439.544,4836436.702
2271390,4154103,2017.0,2019.0,1950.0,PRIVATE,14,Toronto-Danforth,120 COSBURN AVE,6,57,2019-12-04,84,Evaluation needs to be conducted in 2 years,18,5.0,5.0,5.0,4.0,3.0,4.0,,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,S1422,43.6898605522,-79.3481479034,317026.043,4838667.263
2271391,4153658,2017.0,2019.0,1988.0,TCHC,14,Toronto-Danforth,1275 DANFORTH AVE,4,109,2019-12-04,86,Evaluation needs to be conducted in 3 years,20,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,S1432,43.68123553310001,-79.3299329034,318496.368,4837711.867
2271392,4154087,2017.0,2019.0,1960.0,PRIVATE,14,Toronto-Danforth,125 COSBURN AVE,4,30,2019-12-04,91,Evaluation needs to be conducted in 3 years,16,4.0,5.0,5.0,5.0,5.0,4.0,,5.0,,,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,,S1422,43.6895024674,-79.34701978390001,317117.055,4838627.642
2271393,4154102,2017.0,2019.0,1956.0,PRIVATE,14,Toronto-Danforth,130 COSBURN AVE,6,48,2019-12-04,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,S1422,43.689964771999996,-79.3476769455,317063.98600000003,4838678.909
2271394,4154088,2017.0,2019.0,1965.0,PRIVATE,14,Toronto-Danforth,145 COSBURN AVE,14,82,2019-12-04,93,Evaluation needs to be conducted in 3 years,17,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,S1422,43.689573373500004,-79.3465420209,317155.553,4838635.589
2271395,4154089,2017.0,2019.0,1958.0,PRIVATE,14,Toronto-Danforth,149 COSBURN AVE,4,29,2019-12-04,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1422,43.6896822346,-79.3460278101,317196.981,4838647.758
2271396,4154090,2017.0,2019.0,1950.0,PRIVATE,14,Toronto-Danforth,165 COSBURN AVE,6,83,2019-12-04,68,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,3.0,3.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,,S1422,43.6897704258,-79.345544715,317235.905,4838657.626
2271397,4154091,2017.0,2019.0,1965.0,PRIVATE,14,Toronto-Danforth,175 COSBURN AVE,4,30,2019-12-04,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,,S1422,43.689958951499996,-79.3450906815,317272.466,4838678.636
2271398,4154092,2017.0,2019.0,1960.0,PRIVATE,14,Toronto-Danforth,185 COSBURN AVE,6,37,2019-12-04,62,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,1.0,,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,,S1422,43.6899387618,-79.3447178819,317302.522,4838676.447
2271399,4154039,2017.0,2019.0,1953.0,PRIVATE,19,Beaches-East York,516 DAWES RD,4,46,2019-12-04,64,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,2.0,3.0,,3.0,,,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,,S1927,43.7048505726,-79.2968176488,321159.922,4840341.406
2271400,4154038,2017.0,2019.0,1959.0,PRIVATE,19,Beaches-East York,540 DAWES RD,4,43,2019-12-04,82,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,5.0,4.0,,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,,S1927,43.705971488500005,-79.2960157018,321224.25,4840466.096
2271401,4154049,2018.0,2019.0,1959.0,PRIVATE,19,Beaches-East York,608 DAWES RD,6,84,2019-12-04,63,Evaluation needs to be conducted in 1 year,18,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,1.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,,S1927,43.706994795,-79.295836771,321238.131,4840580.773
2271402,4154051,2017.0,2019.0,1970.0,SOCIAL HOUSING,19,Beaches-East York,418 DAWES RD,5,49,2019-12-04,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,3.0,,2.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,S1927,43.7013834487,-79.29755669640001,321101.292,4839956.069
2271403,4154044,2018.0,2019.0,1966.0,PRIVATE,19,Beaches-East York,500 DAWES RD,14,305,2019-12-04,47,Building Audit,18,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,S1927,43.703305875,-79.29817492800001,321050.685,4840170.484
2271404,4154043,2017.0,2019.0,1958.0,PRIVATE,19,Beaches-East York,506 DAWES RD,4,67,2019-12-04,87,Evaluation needs to be conducted in 3 years,17,4.0,5.0,5.0,4.0,5.0,4.0,,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,,S1927,43.703984006000006,-79.297455687,321108.472,4840245.962
2271405,4166942,2017.0,2019.0,1967.0,PRIVATE,14,Toronto-Danforth,50 CAMBRIDGE AVE,21,275,2019-12-04,82,Evaluation needs to be conducted in 2 years,19,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,S1424,43.6775380937,-79.36035851140001,316044.00399999996,4837296.578
2271406,4156118,2017.0,2019.0,1969.0,TCHC,13,Toronto Centre,325 BLEECKER ST,24,327,2019-12-03,49,Building Audit,18,2.0,2.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,S1323,43.669381383,-79.37437191,314915.151,4836389.54
2271407,4167700,2017.0,2019.0,1963.0,PRIVATE,13,Toronto Centre,55 MAITLAND PL,18,244,2019-12-03,90,Evaluation needs to be conducted in 3 years,20,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,S1326,,,314334.646,4835774.919
2271408,4153430,2017.0,2019.0,1918.0,SOCIAL HOUSING,13,Toronto Centre,49 MUTUAL ST,4,20,2019-12-03,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,4.0,,5.0,S1332,43.65533821,-79.37472999100001,314888.613,4834829.365
2271409,4288743,2017.0,2019.0,1930.0,PRIVATE,13,Toronto Centre,78 PEMBROKE ST,3,15,2019-12-03,84,Evaluation needs to be conducted in 2 years,15,3.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,5.0,5.0,5.0,3.0,4.0,3.0,,5.0,4.0,,S1328,43.658974777299996,-79.3730219749,315026.038,4835232.634
2271410,4153446,2017.0,2019.0,1920.0,PRIVATE,13,Toronto Centre,80-82 PEMBROKE ST,4,11,2019-12-03,81,Evaluation needs to be conducted in 2 years,15,3.0,3.0,5.0,4.0,4.0,3.0,,4.0,,,4.0,5.0,5.0,4.0,4.0,4.0,,5.0,4.0,,S1328,43.6590517197,-79.3730588983,315023.047,4835241.178
2271411,4167463,2017.0,2019.0,2006.0,TCHC,13,Toronto Centre,184 RIVER ST,3,54,2019-12-03,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,,,3.0,2.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,,S1330,43.662770771999995,-79.35927116,316143.84,4835667.148
2271412,4155834,2017.0,2019.0,1969.0,TCHC,13,Toronto Centre,275 BLEECKER ST,21,301,2019-12-03,60,Evaluation needs to be conducted in 1 year,18,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,,S1323,43.668827347,-79.373701881,314969.275,4836328.077
2271413,4153534,2017.0,2019.0,1910.0,PRIVATE,13,Toronto Centre,608 CHURCH ST,4,35,2019-12-03,76,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,3.0,4.0,4.0,,3.0,,,4.0,4.0,5.0,3.0,4.0,4.0,,3.0,,,S1322,43.668007452,-79.382076109,314294.076,4836236.013
2271414,4244973,2017.0,2019.0,2005.0,PRIVATE,13,Toronto Centre,925 BAY ST,33,293,2019-12-03,95,Evaluation needs to be conducted in 3 years,19,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,S1325,43.66413332,-79.3866477012,313926.24199999997,4835804.164
2271415,4153423,2017.0,2019.0,2005.0,PRIVATE,13,Toronto Centre,167 CHURCH ST,28,388,2019-12-03,98,Evaluation needs to be conducted in 3 years,18,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,S1332,43.6544377686,-79.37596115630001,314805.505,4834950.321
2271416,4265577,2017.0,2019.0,2012.0,SOCIAL HOUSING,13,Toronto Centre,425 DUNDAS ST E,5,32,2019-12-03,62,Evaluation needs to be conducted in 1 year,17,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,4.0,3.0,4.0,3.0,3.0,,4.0,2.0,,S1329,43.65908018,-79.366823235,315526.799,4835242.136
2271417,4250271,2017.0,2019.0,1991.0,SOCIAL HOUSING,13,Toronto Centre,431 DUNDAS ST E,4,37,2019-12-03,80,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,3.0,3.0,,5.0,3.0,4.0,S1329,43.659070086999996,-79.36646956199999,315554.24600000004,4835245.0139999995
2271418,4153462,2017.0,2019.0,1970.0,TCHC,13,Toronto Centre,423 YONGE ST,20,340,2019-12-03,61,Evaluation needs to be conducted in 1 year,19,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,,3.0,4.0,4.0,S1328,43.6602721446,-79.3823063131,314276.997,4835375.715
2271419,4153471,2017.0,2019.0,1966.0,PRIVATE,13,Toronto Centre,155 WELLESLEY ST E,18,118,2019-12-03,95,Evaluation needs to be conducted in 3 years,19,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,S1326,43.666302583000004,-79.37532155,314835.915,4836052.124
2271420,4155605,2017.0,2019.0,1970.0,TCHC,13,Toronto Centre,200 WELLESLEY ST E,29,719,2019-12-03,56,Evaluation needs to be conducted in 1 year,19,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,S1323,43.668062810600006,-79.3736609333,314972.971,4836242.188999999
2271421,4153496,2017.0,2019.0,1926.0,PRIVATE,13,Toronto Centre,77 WELLESLEY ST E,4,30,2019-12-03,86,Evaluation needs to be conducted in 3 years,16,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,,4.0,,,S1326,43.665542727600005,-79.3805307384,314419.363,4835961.416
2271422,4154541,2020.0,2019.0,1956.0,PRIVATE,8,Eglinton-Lawrence,65 WASDALE CRES,3,11,2019-12-03,83,Evaluation needs to be conducted in 2 years,16,5.0,4.0,5.0,5.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,,N0823,43.7301212379,-79.4376331135,309808.878,4843130.784
2271423,4155602,2017.0,2019.0,1972.0,TCHC,13,Toronto Centre,220 OAK ST,27,469,2019-12-03,68,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,2.0,4.0,4.0,2.0,3.0,4.0,,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,S1330,43.663061381000006,-79.357756445,316331.701,4835670.531
2271424,4240826,2017.0,2019.0,1968.0,PRIVATE,13,Toronto Centre,240 WELLESLEY ST E,29,554,2019-12-03,72,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,S1323,43.6680679061,-79.3717553706,315147.721,4836236.53
2271425,4155952,2017.0,2019.0,1969.0,PRIVATE,13,Toronto Centre,280 WELLESLEY ST E,32,571,2019-12-03,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,,S1323,43.6684263291,-79.3704468759,315261.028,4836267.257
2271426,4153510,2017.0,2019.0,1963.0,PRIVATE,13,Toronto Centre,80 WELLESLEY ST E,12,76,2019-12-03,79,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,S1322,43.6661438785,-79.38026748979999,314440.499,4836028.228999999
2271427,4153497,2018.0,2019.0,1965.0,PRIVATE,13,Toronto Centre,85 WELLESLEY ST E,8,88,2019-12-03,63,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,,2.0,2.0,3.0,4.0,3.0,4.0,,4.0,4.0,,S1326,43.6656716445,-79.3798985663,314470.327,4835975.808999999
2271428,4153509,2017.0,2019.0,1960.0,PRIVATE,13,Toronto Centre,88 WELLESLEY ST E,8,71,2019-12-03,82,Evaluation needs to be conducted in 2 years,18,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,,S1322,43.666250633500006,-79.3798674479,314472.745,4836040.134
2271429,4153498,2017.0,2019.0,1960.0,PRIVATE,13,Toronto Centre,91 WELLESLEY ST E,7,61,2019-12-03,82,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,4.0,4.0,4.0,,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,,3.0,3.0,,S1326,43.6656528226,-79.3795549794,314498.04,4835973.757
2271430,4153546,2017.0,2019.0,1968.0,PRIVATE,13,Toronto Centre,88 ISABELLA ST,14,82,2019-12-03,89,Evaluation needs to be conducted in 3 years,18,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,,S1322,43.668725238,-79.381345576,314352.877,4836315.837
2271431,4153528,2017.0,2019.0,1959.0,PRIVATE,13,Toronto Centre,89 ISABELLA ST,13,76,2019-12-03,79,Evaluation needs to be conducted in 2 years,19,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,,S1322,43.668382815,-79.380659943,314408.224,4836277.874
